terms;values
рота;1,204120
ротация;1,698970
ротек;2
ротемунд;2
ротенберг;1,698970
ротенбург;2
ротко;2
ротов;2
ротор;2
ротрофф;2
ротсеивать;2
роттердам;1,518514
ротшильд;2
роу;1,698970
роуд;2
роудон;2
роудс;2
роуз;1,301030
роузи;2
роуленд;2
роулинг;2
роулинсон;2
роуль;2
роуч;2
роуэн;2
роуэтта;2
рохас;1,698970
рохо;1,698970
рохонци;2
році;1,698970
рочберг;2
рошамбо;2
рошель;2
рошфор;2
роща;1,698970
роял;2
роялист;2
роялти;2
рояль;2
рпц;1,698970
рпцз;2
рр;2
рс;1,518514
рсд;2
рсдрп;1,518514
рская;1,698970
рский;2
рсл;2
рсмд;1,397940
рспп;2
рсфср;0,698970
рсха;2
рт;1,518514
ртер;2
рти;2
ртин;2
ртищево;2
ртой;2
ртс;2
ртутный;2
ртуть;1,301030
ру;0,778151
руа;1,698970
руаль;1,698970
руанда;1,146128
руб;1,204120
рубакин;2
рубан;2
рубаха;2
рубашка;2
рубби;2
рубеж;0,698970
рубежное;2
рубежный;2
рубель;2
рубен;1,698970
рубенс;2
рубенштейн;2
рубикон;2
рубикус;2
рубин;1,698970
рубиновогорлый;2
рубио;1,301030
рубить;1,698970
рубка;2
рублев;2
рублевый;2
рубль;0,698970
рубо;2
рубрика;1,204120
рубцов;1,698970
рубцовск;2
рубцовый;2
рувик;2
ругательный;2
ругательство;2
ругать;2
ругова;2
руда;1,041393
рудель;2
руденко;1,698970
руджери;2
руджеро;2
рудзутак;1,698970
руди;1,698970
рудинштейн;2
рудник;1,041393
рудников;2
рудный;1,397940
рудовски;2
рудой;2
рудольф;1,041393
рудольфина;2
рудольфович;2
рудский;2
рудявский;2
ружанин;2
ружейный;2
ружие;1,698970
ружье;1,698970
рузвельт;1,041393
руина;2
руины;1,146128
руис;2
рука;0,477121
рукав;2
рукий;2
рукнеддин;1,698970
руководимый;2
руководитель;0,602060
руководительница;2
руководитема;2
руководить;0,778151
руководство;0,301030
руководствоваться;1,301030
руководящий;1,397940
рукопашный;2
рукописный;2
рукопись;1,204120
рукополагать;1,698970
рукоприкладство;2
рукотворный;2
рул;2
рулет;2
рулон;2
руль;2
рульфо;2
рум;1,041393
румелия;1,698970
румельхарт;2
румийский;2
румфорд;2
румыния;0,602060
румынский;1
румянец;2
румянцев;2
руна;1,698970
рунге;2
рунет;1,518514
руни;1,698970
руниверс;2
рунический;1,698970
руно;1,301030
рунолог;1,698970
руноподобный;2
руны;1,204120
рунічного;2
рупник;2
рурский;1,698970
русаков;2
русала;1,698970
русалом;2
русанович;2
русановский;2
русгидро;2
русинский;1,698970
русиньскый;0,602060
русист;2
русистика;2
русификация;1,518514
руска;2
рускони;2
руслан;1,397940
русланова;2
русло;1,698970
русофильство;2
русофоб;2
русофобия;2
руссенорск;2
русски;1,518514
русский;0
русско;1
русскоговорящий;1,518514
русскоустьинец;2
русскоязычие;2
русскоязычный;0,698970
руссо;2
руссос;2
русый;0
русь;0,778151
рута;1,146128
рутений;1,698970
рутилий;2
рутина;2
рутинность;2
рутино;2
руто;2
рутульский;2
рутьес;2
руф;1,518514
руфин;2
руфино;2
рух;1,698970
рухань;2
рухимович;2
рухлов;2
рухнуть;1,204120
руца;2
руцкой;2
руцэ;2
руці;2
ручей;1,518514
ручка;1,698970
ручной;2
руш;2
рушайло;2
рушиться;2
рф;0,602060
рхат;2
рхе;2
рцсдф;2
рш;2
рше;2
ршни;2
рыба;1
рыбак;1,518514
рыбаков;2
рыбалка;2
рыбалко;2
рыбачий;2
рыбий;1,698970
рыбинск;1,698970
рыбинский;1,698970
рыбкин;2
рыбный;2
рыболов;2
рыболовство;1,146128
рыбохозяйственный;1,518514
рывкин;2
рывок;2
рыдать;2
рыжезатылочный;2
рыжий;2
рыжков;2
рый;2
рыков;1,518514
рыло;2
рылов;2
рыльск;1,698970
рынок;0,698970
рыночный;1,041393
рысак;1,698970
рыскулбек;2
рытиков;2
рыть;2
рыхлый;1,518514
рыцарский;1,698970
рыцарь;1,041393
рычаг;1,397940
рычать;2
рычков;2
рь;1,698970
рье;2
рэббитоуз;2
рэби;2
рэдфорд;2
рэй;1,204120
рэйберн;2
рэйкрофт;2
рэймонд;2
рэйнер;1,698970
рэйсерс;2
рэйчел;2
рэкстроу;2
рэкхэм;2
рэлей;2
рэмбо;1,698970
рэмедж;2
рэн;2
рэнгем;2
рэндал;2
рэндалл;2
рэндзю;2
рэнди;1,204120
рэндольф;2
рэнкин;2
рэнфорд;1,698970
рэнфт;1,698970
рэп;1,397940
рэпер;1,397940
рэппинг;2
рэпторс;2
рэспублікі;2
рэстаўрыраваныя;2
рэтклифф;2
рюберг;2
рюген;2
рюйтель;2
рюкзак;2
рюкю;1,698970
рюн;2
рюрикович;2
